#1,ZEBRONICS Zeb-Juke BAR 9500WS PRO Dolby 5.1 soundbar with Wireless Satellites, Dolby Audio, 525 Watts Output Power, 16.5cm subwoofer, HDMI ARC, Optical, BT v5.0, LED Display, Wall Mount and AUX,Black,,,2023-10-10 19:09:56
#2,boAt Aavante Bar Orion Soundbar with 160W RMS Signature Sound, 2.1 CH, BT v5.3, Multi-Compatibility Modes, Wired Subwoofer, EQ Controls, Dynamic LEDs & Master Remote Control(Pitch Black),₹5,999.00,,2023-10-10 19:09:56
#3,,,,2023-10-10 19:09:56
#4,JBL Cinema SB271, Dolby Digital Soundbar with Wireless Subwoofer for Extra Deep Bass, 2.1 Channel Home Theatre with Remote, HDMI ARC, Bluetooth & Optical Connectivity (220W),₹9,998.00,,2023-10-10 19:09:56
#5,GOVO GOSURROUND 950 | 280W Soundbar, 5.1 Channel Home Theatre with 6.5" subwoofer, Dual Rear Satellites, HDMI, AUX, USB & Bluetooth, 5 Equalizer Modes, Stylish Remote & LED Display (Platinum Black),₹7,498.00,,2023-10-10 19:09:56
#6,Sony HT-S20R Real 5.1ch Dolby Digital Soundbar for TV with subwoofer and Compact Rear Speakers, 5.1ch Home Theatre System (400W,Bluetooth & USB Connectivity, HDMI & Optical connectivity),₹15,989.00,,2023-10-10 19:09:56
#7,JBL Cinema SB241, Dolby Digital Soundbar with Wired Subwoofer for Extra Deep Bass, 2.1 Channel Home Theatre with Remote, HDMI ARC, Bluetooth & Optical Connectivity (110W),₹6,998.00,,2023-10-10 19:09:56
#8,boAt Aavante Bar Mystiq Soundbar with 100W RMS Signature Sound, 2.1 CH,Multi-Connectivity Modes,BT v5.3,Wired Subwoofer,EQ Modes,Bass & Treble Control & Remote Control(Pitch Black),₹4,499.00,,2023-10-10 19:09:56
#9,GOVO GOSURROUND 900 | 200W Soundbar | 2.1 Channel Home Theatre | Deep Bass from 6.5” Subwoofer | BT v5.3, HDMI, AUX, USB Connectivity | 4 EQ Modes | Sleek Remote & LED Lights+Display (Platinum Black),₹5,498.00,,2023-10-10 19:09:56
#10,Amazon Basics Bluetooth Speaker 5.0 Soundbar with 16W RMS, 2000mAh Battery, Upto 19 Hrs Playtime Aux/USB Port (Blue),₹899.00,,2023-10-10 19:09:56
#11,boAt Aavante Bar 3200D Soundbar with Dolby Audio,350W RMS Signature Sound,5.1 Channel,3D Surround Sound,Dual Wireless Rear Speakers&Master Remote(Premium Black)(Premium Black),₹11,999.00,,2023-10-10 19:09:56
#12,boAt AAVANTE Bar 3150D 260W 5.1 Channel Bluetooth Soundbar with Dolby Audio, Signature Sound,Wired Subwoofer,Multiple Connectivity,Entertainment Modes(Premium Black),₹9,999.00,,2023-10-10 19:09:56
#13,amazon basics Bluetooth Speaker 5.0 Soundbar with 16W RMS, 2000mAh Battery, Upto 19 Hrs Playtime Aux/USB Port (Black),₹899.00,,2023-10-10 19:09:56
#14,Zebronics Juke BAR 9750 PRO 5.1.2 Surround Dolby Atmos 525W Soundbar with Subwoofer, Dual Wireless Rear Satellites, HDMI eARC, Optical, Bluetooth 5.0, Wall Mount & Remote Control,₹19,998.00,,2023-10-10 19:09:56
#15,GOVO GOSURROUND 945 | 120W Soundbar, 5.1 Channel Home Theatre with 5.25" subwoofer, Dual Rear Satellites, AUX, USB & Bluetooth, 3 Equalizer Modes, Stylish Remote & LED Display (Platinum Black),₹5,000.00,,2023-10-10 19:09:56
